Epoch	d_clean_loss	d_noisy_loss	g_loss	g_conditional_loss	time
50	3.4281208627362503e-07	1.5336188141645835e-07	100.4961166381836	99.9961166381836	14:53:38.774626
51	5.919744694438123e-08	4.943615470058473e-15	100.5020523071289	100.0020523071289	14:54:53.842868
52	4.084066773657469e-08	2.522354341453342e-13	100.49991607666016	99.99991607666016	14:56:09.080320
53	1.1215545825393747e-08	9.727166798256803e-06	100.50225067138672	100.00225067138672	14:57:24.180135
54	1.6943491942811306e-08	6.80452439186241e-12	100.4893569946289	99.98936462402344	14:58:39.371140
55	1.3449040103807874e-08	5.032691711287507e-12	100.51399230957031	100.01399230957031	14:59:54.571674
56	2.164822765493568e-09	4.358393854153597e-12	100.50521087646484	100.00523376464844	15:01:09.722960
57	9.841016890277388e-10	2.136203713920537e-10	100.48929595947266	99.99720001220703	15:02:24.906984
58	5.745022235714714e-10	5.556308906307095e-07	100.50231170654297	100.00231170654297	15:03:40.008670
59	2.729864667649906e-10	3.430000742489431e-24	100.48539733886719	99.98539733886719	15:04:55.119149
60	4.09690836811194e-10	5.041176310609134e-20	100.50129699707031	100.00129699707031	15:06:10.286465
61	1.4430311112700878e-10	6.731172610547219e-24	100.49816131591797	99.99816131591797	15:07:26.636709
62	7.230381848799539e-10	1.078834080502765e-18	100.50135040283203	100.00135040283203	15:08:41.824367
63	5.353026355514601e-11	7.27259185084048e-15	100.49969482421875	99.99969482421875	15:09:57.051323
64	3.0421382080092485e-10	2.788049709348116e-16	100.50135803222656	100.00135803222656	15:11:12.204764
65	1.4284143312615072e-10	2.5629095166382256e-15	100.49671936035156	99.99671936035156	15:12:27.308433
66	1.9330417821983303e-10	1.3362824735629886e-11	100.50089263916016	100.00089263916016	15:13:42.415881
67	1.52543380704806e-10	6.932873871344503e-14	100.49909210205078	99.99909210205078	15:14:57.524360
68	6.572114380487548e-11	1.3270280707633475e-10	100.49607849121094	99.99607849121094	15:16:12.677806
69	1.5515411178057548e-10	4.521661057534958e-17	100.50167083740234	100.00167083740234	15:17:27.851238
70	3.0069965961665446e-10	7.06248323711911e-11	100.5151138305664	100.0151138305664	15:18:42.933709
71	4.2821367979284375e-11	7.44215260028774e-15	100.50099182128906	100.00099182128906	15:19:58.037202
72	5.310799716662373e-11	6.3519592847984264e-24	100.4943618774414	99.9943618774414	15:21:13.236423
73	2.8555699471688456e-11	4.3316041807009084e-14	100.49772644042969	99.99772644042969	15:22:28.379018
74	2.920960140428974e-10	6.9946794938133966e-15	100.49524688720703	99.99524688720703	15:23:43.563567
75	1.4974181616889126e-10	1.948347832252302e-18	100.50099182128906	100.00099182128906	15:24:58.680615
76	2.7721318296425324e-11	9.682924899173315e-16	100.49649810791016	99.99649810791016	15:26:13.763512
77	7.830993492552452e-11	6.113758452405346e-14	100.50523376464844	100.00523376464844	15:27:28.882958
78	5.006281500463672e-11	3.460498783505654e-20	100.50386047363281	100.00386047363281	15:28:43.997170
79	4.990243288038876e-11	1.649568537320789e-10	100.48529815673828	99.98529815673828	15:29:59.099518
80	3.839976253638966e-11	6.451385497322057e-18	100.50884246826172	100.00884246826172	15:31:14.216183
81	1.448126757397361e-10	7.017983847598297e-19	100.49178314208984	99.99178314208984	15:32:30.792521
82	4.136576844948614e-11	5.491325350397592e-19	100.50975036621094	100.00975036621094	15:33:45.883542
83	5.3166870211951434e-11	7.170166153522284e-13	100.50114440917969	100.00114440917969	15:35:01.000430
84	2.4349284741265187e-11	1.7033703396759524e-15	100.50491333007812	100.00491333007812	15:36:16.143520
85	8.279447266668072e-11	4.997442296274116e-15	100.49246978759766	99.99246978759766	15:37:31.281796
86	1.7789960476966016e-11	9.767557784285004e-17	100.49775695800781	99.99775695800781	15:38:46.336339
87	5.6557175609484034e-11	2.897120564282485e-11	100.49776458740234	99.99776458740234	15:40:01.462119
88	2.680573298052824e-11	1.045943497511763e-17	100.4930419921875	99.9930419921875	15:41:16.574407
89	7.164504406409478e-11	2.3675398447275953e-11	100.50064086914062	100.00064086914062	15:42:31.635489
90	2.6517456633290415e-11	2.860788342329279e-11	100.50853729248047	100.00853729248047	15:43:46.721899
91	2.2396308765881834e-11	6.119341687017832e-13	100.50333404541016	100.00334167480469	15:45:01.772799
92	1.5556826660212408e-11	5.969322420709323e-17	100.4990005493164	99.9990005493164	15:46:16.913863
93	1.1190033274988131e-11	4.099667416798073e-15	100.49626922607422	99.99626922607422	15:47:32.260130
94	2.8133433083166182e-11	6.716101792406245e-15	100.49661254882812	99.99661254882812	15:48:47.326176
95	3.4116202918266225e-11	5.088177312616944e-15	100.49510955810547	99.99510955810547	15:50:02.421857
96	2.2739398905513575e-11	3.018162664236712e-10	100.52015686035156	100.02015686035156	15:51:17.682135
97	1.531321250358708e-11	6.58372372470064e-17	100.49396514892578	99.99396514892578	15:52:32.801142
98	8.816008340017945e-11	2.829632012566708e-17	100.50578308105469	100.00578308105469	15:53:47.974235
99	3.416898708419325e-11	7.557169510129507e-15	100.49024963378906	99.99024963378906	15:55:03.023524
100	1.5546675058430992e-11	4.269659491303943e-17	100.49958038330078	99.99958038330078	15:56:18.099801
