Epoch	d_clean_loss	d_noisy_loss	g_loss	g_conditional_loss	time
60	0.24209217727184296	0.2585082948207855	0.5703949928283691	0.442089706659317	13:08:59.860510
61	0.23377549648284912	0.26251429319381714	0.5491992235183716	0.43122419714927673	13:10:03.172816
62	0.2504497468471527	0.24487555027008057	0.5655532479286194	0.4451000690460205	13:11:04.844256
63	0.24771441519260406	0.24624039232730865	0.5434938073158264	0.4101228415966034	13:12:06.340608
64	0.24809670448303223	0.25655874609947205	0.5410784482955933	0.4096273183822632	13:13:07.923113
65	0.24637924134731293	0.24691225588321686	0.5618734359741211	0.44117239117622375	13:14:09.533933
66	0.25279998779296875	0.26494255661964417	0.5342422723770142	0.40792572498321533	13:15:11.096040
67	0.2582699656486511	0.24504005908966064	0.5216156244277954	0.3988126218318939	13:16:12.580469
68	0.23658344149589539	0.26655423641204834	0.5176936984062195	0.39170122146606445	13:17:14.084829
69	0.2616712152957916	0.24494487047195435	0.5625315308570862	0.4408826231956482	13:18:15.580599
70	0.24338719248771667	0.273566335439682	0.5501783490180969	0.44321200251579285	13:19:17.049413
71	0.2386825680732727	0.2756381332874298	0.48813602328300476	0.37191739678382874	13:20:18.563203
72	0.2314063310623169	0.2664003372192383	0.5471519231796265	0.4245157837867737	13:21:20.109398
73	0.24608752131462097	0.2315012365579605	0.5811508893966675	0.44516265392303467	13:22:21.638942
74	0.2358858287334442	0.2711361348628998	0.5616068840026855	0.4447915256023407	13:23:23.133649
75	0.2716553211212158	0.21264933049678802	0.645958662033081	0.49876630306243896	13:24:24.624538
76	0.2537161409854889	0.2302636355161667	0.5362858176231384	0.40521305799484253	13:25:26.089353
77	0.24609805643558502	0.251876562833786	0.5287159085273743	0.3980574309825897	13:26:27.539311
78	0.23669002950191498	0.25650322437286377	0.5119831562042236	0.37702345848083496	13:27:29.005609
79	0.23315943777561188	0.23189860582351685	0.5106545686721802	0.38225603103637695	13:28:30.489053
80	0.17233817279338837	0.30115318298339844	0.5687521696090698	0.3721296191215515	13:29:32.011680
81	0.25967809557914734	0.24195729196071625	0.5281616449356079	0.4100102484226227	13:30:34.841111
82	0.2234533131122589	0.29153889417648315	0.5072234869003296	0.40158969163894653	13:31:36.339459
83	0.2076348513364792	0.3110359311103821	0.534048318862915	0.3717012405395508	13:32:37.862979
84	0.25901979207992554	0.2270221710205078	0.477353036403656	0.361680805683136	13:33:39.484964
85	0.2151525318622589	0.2861395478248596	0.5336121320724487	0.387050062417984	13:34:40.981364
86	0.3642527461051941	0.15718774497509003	0.5025439262390137	0.3819871246814728	13:35:42.513952
87	0.2414272576570511	0.22064682841300964	0.59112548828125	0.4326131343841553	13:36:43.995688
88	0.2143072634935379	0.28458696603775024	0.5135489106178284	0.3705563545227051	13:37:45.497861
89	0.22064308822155	0.28322041034698486	0.5265944600105286	0.3684849143028259	13:38:46.967662
90	0.2539355158805847	0.23569951951503754	0.5205748677253723	0.38800400495529175	13:39:48.462468
91	0.2835104167461395	0.19654232263565063	0.4663757085800171	0.35286423563957214	13:40:50.057829
92	0.19033637642860413	0.2876356244087219	0.5328485369682312	0.3371066749095917	13:41:51.570655
93	0.29542702436447144	0.19091682136058807	0.5028290152549744	0.3800049424171448	13:42:53.033277
94	0.2113453596830368	0.2791248559951782	0.5291255712509155	0.35562312602996826	13:43:54.457283
95	0.21664157509803772	0.265622079372406	0.5620819926261902	0.40177208185195923	13:44:55.967528
96	0.2511308193206787	0.23348957300186157	0.4550573527812958	0.33191779255867004	13:45:57.554257
97	0.23854288458824158	0.26329657435417175	0.5323978066444397	0.38242483139038086	13:46:59.139469
98	0.2976473867893219	0.19606781005859375	0.701615571975708	0.41321882605552673	13:48:00.761554
99	0.23687782883644104	0.24207134544849396	0.5739579200744629	0.4284021556377411	13:49:02.282036
100	0.19780640304088593	0.05114796757698059	0.9065563082695007	0.5038427114486694	13:50:03.842336
